ticket_customer_id,email,name,created_at,postal_code,country,marketing_consent
71000493,ingrid.pedersen.030@example.org,Ingrid Pedersen,2019-07-31T19:00:00Z,9073,NO,True
71000510,lina.haugen.031@example.com,Lina Haugen,2022-06-24T19:00:00Z,9110,NO,False
71000527,hanna.johansen.032@example.net,Hanna Johansen,2023-01-08T19:00:00Z,,NO,True
71000544,anders.strand.033@example.org,Anders Strand,2022-04-21T19:00:00Z,9184,NO,True
71000561,jakob.moen.034@example.com,Jakob Moen,2022-04-19T19:00:00Z,9221,NO,False
71000578,emil.nordli.035@example.net,Emil Nordli,2020-06-05T19:00:00Z,9258,NO,True
71000595,nora.haugen.036@example.org,Nora Haugen,2018-10-26T19:00:00Z,9295,NO,True
71000612,nora.olsen.037@example.com,Nora Olsen,2023-06-21T19:00:00Z,9332,NO,False
71000629,sara.berg.038@example.net,Sara Berg,2020-10-16T19:00:00Z,9369,NO,True
71000646,maja.haugen.039@example.org,Maja Haugen,2021-04-03T19:00:00Z,9406,NO,True
71000663,amalie.dahl.040@example.com,Amalie Dahl,2023-11-05T19:00:00Z,9443,NO,False
71000680,emma.olsen.041@example.net,Emma Olsen,2018-12-08T19:00:00Z,9480,NO,True
71000697,emil.pedersen.042@example.org,Emil Pedersen,2022-04-11T19:00:00Z,9517,NO,True
71000714,kari.hagen.043@example.com,Kari Hagen,2023-01-21T19:00:00Z,9554,NO,False
71000731,julie.sund.044@example.net,Julie Sund,2020-05-22T19:00:00Z,9591,NO,True
71000748,erik.dahl.045@example.org,Erik Dahl,2020-05-01T19:00:00Z,9628,NO,True
71000765,ola.dahl.046@example.com,Ola Dahl,2022-12-03T19:00:00Z,9665,NO,False
71000782,thea.johansen.047@example.net,Thea Johansen,2023-09-05T19:00:00Z,9702,NO,True
71000799,emil.berg.048@example.org,Emil Berg,2023-11-12T19:00:00Z,9739,NO,True
71000816,ida.vik.049@example.com,Ida Vik,2020-05-23T19:00:00Z,9776,NO,False
71000833,elias.olsen.050@example.net,Elias Olsen,2019-05-12T19:00:00Z,9813,NO,True
71000850,julie.eide.051@example.org,Julie Eide,2019-08-19T19:00:00Z,9850,NO,True
71000867,kari.fjell.052@example.com,Kari Fjell,2020-02-22T19:00:00Z,9887,NO,False
71000884,kari.haugen.053@example.net,Kari Haugen,2022-07-09T19:00:00Z,9924,NO,True
71000901,jakob.eide.054@example.org,Jakob Eide,2019-02-17T19:00:00Z,9961,NO,True
71000918,kari.nordli.055@example.com,Kari Nordli,2020-07-04T19:00:00Z,9998,NO,False
71000935,sofie.haugen.056@example.net,Sofie Haugen,2023-08-04T19:00:00Z,8036,NO,True
71000952,erik.haugen.057@example.org,Erik Haugen,2022-10-28T19:00:00Z,8073,NO,True
71000969,elias.vik.058@example.com,Elias Vik,2023-03-11T19:00:00Z,8110,NO,False
71000986,magnus.pedersen.059@example.net,Magnus Pedersen,2022-12-31T19:00:00Z,8147,NO,True
71001003,sofie.sund.060@example.org,Sofie Sund,2023-06-25T19:00:00Z,8184,NO,True
71001020,emil.holm.061@example.com,Emil Holm,2021-07-21T19:00:00Z,8221,NO,False
71001037,kristian.lund.062@example.net,Kristian Lund,2018-10-20T19:00:00Z,8258,NO,True
71001054,astrid.holm.063@example.org,Astrid Holm,2022-10-15T19:00:00Z,,NO,True
71001071,ola.nordli.064@example.com,Ola Nordli,2021-08-02T19:00:00Z,8332,NO,False
71001088,nora.gran.065@example.net,Nora Gran,2019-03-03T19:00:00Z,8369,NO,True
71001105,kristian.vik.066@example.org,Kristian Vik,2022-03-16T19:00:00Z,8406,NO,True
71001122,julie.knutsen.067@example.com,Julie Knutsen,2023-08-22T19:00:00Z,8443,NO,False
71001139,sigrid.gran.068@example.net,Sigrid Gran,2021-03-11T19:00:00Z,8480,NO,True
71001156,henrik.lund.069@example.org,Henrik Lund,2018-10-20T19:00:00Z,8517,NO,True
71001173,ingrid.gran.070@example.com,Ingrid Gran,2020-03-17T19:00:00Z,8554,NO,False
71001190,lea.moen.071@example.net,Lea Moen,2023-03-17T19:00:00Z,8591,NO,True
71001207,anders.lund.072@example.org,Anders Lund,2021-03-24T19:00:00Z,8628,NO,True
71001224,erik.knutsen.073@example.com,Erik Knutsen,2020-11-01T19:00:00Z,8665,NO,False
71001241,kari.moen.074@example.net,Kari Moen,2018-11-05T19:00:00Z,8702,NO,True
71001258,jakob.olsen.075@example.org,Jakob Olsen,2020-08-07T19:00:00Z,8739,NO,True
71001275,frida.haugen.076@example.com,Frida Haugen,2021-02-08T19:00:00Z,8776,NO,False
71001292,ada.johansen.077@example.net,Ada Johansen,2020-07-17T19:00:00Z,8813,NO,True
71001309,lina.berg.078@example.org,Lina Berg,2023-11-15T19:00:00Z,8850,NO,True
71001326,marius.nilsen.079@example.com,Marius Nilsen,2020-08-29T19:00:00Z,8887,NO,False
71001343,anders.dahl.080@example.net,Anders Dahl,2022-07-26T19:00:00Z,8924,NO,True
71001360,oda.dahl.081@example.org,Oda Dahl,2020-11-24T19:00:00Z,8961,NO,True
71001377,jakob.knutsen.082@example.com,Jakob Knutsen,2021-07-01T19:00:00Z,8998,NO,False
71001394,magnus.kristiansen.083@example.net,Magnus Kristiansen,2021-12-30T19:00:00Z,9035,NO,True
71001411,jakob.vik.084@example.org,Jakob Vik,2019-10-28T19:00:00Z,9072,NO,True
71001428,aksel.hagen.085@example.com,Aksel Hagen,2020-05-08T19:00:00Z,9109,NO,False
71001445,sofie.vik.086@example.net,Sofie Vik,2022-09-09T19:00:00Z,9146,NO,True
71001462,jakob.dahl.087@example.org,Jakob Dahl,2019-10-25T19:00:00Z,9183,NO,True
71001479,kari.gran.088@example.com,Kari Gran,2021-01-05T19:00:00Z,9220,NO,False
71001496,emma.dahl.089@example.net,Emma Dahl,2020-12-15T19:00:00Z,9257,NO,True
71001513,hanna.hagen.090@example.org,,2023-04-13T19:00:00Z,9294,NO,True
71001530,elias.pedersen.091@example.com,Elias Pedersen,2021-05-20T19:00:00Z,9331,NO,False
71001547,henrik.strand.092@example.net,Henrik Strand,2020-04-11T19:00:00Z,9368,NO,True
71001564,lea.dahl.093@example.org,Lea Dahl,2019-10-21T19:00:00Z,9405,NO,True
71001581,maja.sund.094@example.com,Maja Sund,2024-01-10T19:00:00Z,,NO,False
71001598,oda.fjell.095@example.net,Oda Fjell,2022-11-03T19:00:00Z,9479,NO,True
71001615,erik.kristiansen.096@example.org,Erik Kristiansen,2019-08-23T19:00:00Z,9516,NO,True
71001632,ida.sund.097@example.com,Ida Sund,2023-12-18T19:00:00Z,9553,NO,False
71001649,lea.lund.098@example.net,Lea Lund,2020-06-02T19:00:00Z,9590,,True
71001666,isak.nordli.099@example.org,Isak Nordli,2022-09-01T19:00:00Z,9627,NO,True
71001683,ada.johansen.100@example.com,Ada Johansen,2023-04-16T19:00:00Z,9664,NO,False
71001700,sigrid.nordli.101@example.net,Sigrid Nordli,2023-08-23T19:00:00Z,9701,NO,True
71001717,elias.fjell.102@example.org,Elias Fjell,2023-12-28T19:00:00Z,9738,NO,True
71001734,thea.berg.103@example.com,Thea Berg,2019-05-28T19:00:00Z,9775,NO,False
71001751,henrik.berg.104@example.net,Henrik Berg,2020-11-28T19:00:00Z,9812,NO,True
71001768,julie.olsen.105@example.org,Julie Olsen,2020-08-14T19:00:00Z,9849,NO,True
71001785,astrid.vik.106@example.com,Astrid Vik,2022-03-02T19:00:00Z,9886,NO,False
71001802,julie.olsen.107@example.net,Julie Olsen,2022-09-28T19:00:00Z,9923,NO,True
71001819,lea.hagen.108@example.org,Lea Hagen,2021-01-19T19:00:00Z,9960,NO,True
71001836,thea.strand.109@example.com,Thea Strand,2020-01-28T19:00:00Z,9997,NO,False
71001853,thea.hagen.110@example.net,Thea Hagen,2022-05-27T19:00:00Z,8035,NO,True
71001870,amalie.vik.111@example.org,Amalie Vik,2022-03-16T19:00:00Z,8072,NO,True
71001887,astrid.fjell.112@example.com,Astrid Fjell,2019-10-08T19:00:00Z,8109,NO,False
71001904,ingrid.olsen.113@example.net,Ingrid Olsen,2023-05-23T19:00:00Z,8146,NO,True
71001921,ida.pedersen.114@example.org,Ida Pedersen,2021-08-28T19:00:00Z,8183,NO,True
71001938,sigrid.kristiansen.115@example.com,Sigrid Kristiansen,2019-03-06T19:00:00Z,8220,NO,False
71001955,amalie.dahl.116@example.net,Amalie Dahl,2020-04-19T19:00:00Z,8257,NO,True
71001972,nora.fjell.117@example.org,Nora Fjell,2023-08-30T19:00:00Z,8294,NO,True
71001989,amalie.fjell.118@example.com,Amalie Fjell,2018-10-29T19:00:00Z,8331,NO,False
71002006,emma.fjell.119@example.net,Emma Fjell,2018-12-21T19:00:00Z,8368,NO,True
71002023,astrid.kristiansen.120@example.org,Astrid Kristiansen,2023-12-13T19:00:00Z,8405,NO,True
71002040,emma.solberg.121@example.com,Emma Solberg,2019-08-15T19:00:00Z,8442,NO,False
71002057,sofie.haugen.122@example.net,Sofie Haugen,2021-10-16T19:00:00Z,8479,NO,True
71002074,magnus.nordli.123@example.org,Magnus Nordli,2023-09-10T19:00:00Z,8516,NO,True
71002091,sofie.hagen.124@example.com,Sofie Hagen,2021-05-05T19:00:00Z,8553,NO,False
71002108,erik.haugen.125@example.net,Erik Haugen,2023-05-03T19:00:00Z,,NO,True
71002125,erik.dahl.126@example.org,Erik Dahl,2021-07-11T19:00:00Z,8627,NO,True
71002142,kristian.knutsen.127@example.com,Kristian Knutsen,2023-09-11T19:00:00Z,8664,NO,False
71002159,erik.sund.128@example.net,Erik Sund,2022-01-02T19:00:00Z,8701,NO,True
71002176,emma.gran.129@example.org,Emma Gran,2021-02-10T19:00:00Z,8738,NO,True
71002193,sofie.vik.130@example.com,Sofie Vik,2020-04-17T19:00:00Z,8775,NO,False
71002210,sara.gran.131@example.net,Sara Gran,2020-01-17T19:00:00Z,8812,NO,True
71002227,frida.holm.132@example.org,Frida Holm,2023-07-04T19:00:00Z,8849,NO,True
71002244,julie.dahl.133@example.com,Julie Dahl,2022-08-13T19:00:00Z,8886,NO,False
71002261,sigrid.lund.134@example.net,Sigrid Lund,2021-08-28T19:00:00Z,8923,NO,True
71002278,maja.nordli.135@example.org,Maja Nordli,2019-02-22T19:00:00Z,8960,NO,True
71002295,emil.haugen.136@example.com,Emil Haugen,2019-06-10T19:00:00Z,8997,NO,False
71002312,thea.strand.137@example.net,Thea Strand,2023-09-21T19:00:00Z,9034,NO,True
71002329,amalie.knutsen.138@example.org,Amalie Knutsen,2023-09-28T19:00:00Z,9071,NO,True
71002346,kristian.lund.139@example.com,Kristian Lund,2023-02-26T19:00:00Z,9108,NO,False
71002363,thea.gran.140@example.net,Thea Gran,2019-12-31T19:00:00Z,9145,NO,True
71002380,ida.olsen.141@example.org,Ida Olsen,2021-09-21T19:00:00Z,9182,NO,True
71002397,erik.moen.142@example.com,Erik Moen,2020-06-22T19:00:00Z,9219,NO,False
71002414,kristian.lund.143@example.net,Kristian Lund,2019-02-26T19:00:00Z,9256,NO,True
71002431,aksel.moen.144@example.org,Aksel Moen,2019-09-13T19:00:00Z,9293,NO,True
71002448,marius.lund.145@example.com,Marius Lund,2018-10-11T19:00:00Z,9330,NO,False
71002465,nora.sund.146@example.net,Nora Sund,2024-01-31T19:00:00Z,9367,NO,True
71002482,sigrid.larsen.147@example.org,Sigrid Larsen,2019-04-17T19:00:00Z,9404,NO,True
71002499,kristian.nilsen.148@example.com,Kristian Nilsen,2022-08-30T19:00:00Z,9441,NO,False
71002516,amalie.larsen.149@example.net,Amalie Larsen,2019-01-02T19:00:00Z,9478,NO,True
71002533,jakob.strand.150@example.org,Jakob Strand,2023-05-20T19:00:00Z,9515,NO,True
71002550,emma.berg.151@example.com,Emma Berg,2020-06-26T19:00:00Z,9552,NO,False
71002567,magnus.johansen.152@example.net,Magnus Johansen,2021-08-01T19:00:00Z,9589,NO,True
71002584,marius.fjell.153@example.org,Marius Fjell,2023-10-15T19:00:00Z,9626,NO,True
71002601,aksel.kristiansen.154@example.com,Aksel Kristiansen,2022-09-17T19:00:00Z,9663,NO,False
71002618,henrik.johansen.155@example.net,Henrik Johansen,2022-09-29T19:00:00Z,9700,NO,True
71002635,,Frida Moen,2019-11-09T19:00:00Z,,NO,True
71002652,anders.sund.157@example.com,Anders Sund,2023-08-26T19:00:00Z,9774,NO,False
71002669,emma.olsen.158@example.net,Emma Olsen,2020-01-21T19:00:00Z,9811,NO,True
71002686,astrid.strand.159@example.org,Astrid Strand,2021-04-30T19:00:00Z,9848,NO,True
71002703,ada.moen.160@example.com,Ada Moen,2023-10-19T19:00:00Z,9885,NO,False
71002720,lina.vik.161@example.net,Lina Vik,2020-01-03T19:00:00Z,9922,NO,True
71002737,henrik.hagen.162@example.org,Henrik Hagen,2023-04-20T19:00:00Z,9959,NO,True
71002754,emil.johansen.163@example.com,Emil Johansen,2023-01-01T19:00:00Z,9996,NO,False
71002771,oda.pedersen.164@example.net,Oda Pedersen,2021-07-14T19:00:00Z,8034,NO,True
71002788,emma.berg.165@example.org,Emma Berg,2020-06-29T19:00:00Z,8071,NO,True
71002805,isak.nordli.166@example.com,Isak Nordli,2023-05-06T19:00:00Z,8108,NO,False
71002822,elias.solberg.167@example.net,Elias Solberg,2022-05-29T19:00:00Z,8145,NO,True
71002839,frida.hagen.168@example.org,Frida Hagen,2023-08-18T19:00:00Z,8182,NO,True
71002856,jakob.nilsen.169@example.com,Jakob Nilsen,2023-10-25T19:00:00Z,8219,NO,False
71002873,emma.eide.170@example.net,Emma Eide,2023-09-07T19:00:00Z,8256,NO,True
71002890,ingrid.solberg.171@example.org,Ingrid Solberg,2021-08-19T19:00:00Z,8293,NO,True
71002907,astrid.solberg.172@example.com,Astrid Solberg,2023-02-25T19:00:00Z,8330,NO,False
71002924,ola.strand.173@example.net,Ola Strand,2020-03-19T19:00:00Z,8367,NO,True
71002941,anders.nordli.174@example.org,Anders Nordli,2018-11-02T19:00:00Z,8404,NO,True
71002958,pernille.knutsen.175@example.com,Pernille Knutsen,2022-05-14T19:00:00Z,8441,NO,False
71002975,marius.fjell.176@example.net,Marius Fjell,2021-06-17T19:00:00Z,8478,NO,True
71002992,henrik.berg.177@example.org,Henrik Berg,2019-09-05T19:00:00Z,8515,NO,True
71003009,hanna.vik.178@example.com,Hanna Vik,2018-11-18T19:00:00Z,8552,NO,False
71003026,pernille.pedersen.179@example.net,,2020-01-18T19:00:00Z,8589,NO,True
71003043,ida.holm.180@example.org,Ida Holm,2018-12-21T19:00:00Z,8626,NO,True
71003060,ingrid.berg.181@example.com,Ingrid Berg,2022-03-04T19:00:00Z,8663,NO,False
71003077,anders.strand.182@example.net,Anders Strand,2021-01-29T19:00:00Z,8700,NO,True
71003094,kristian.eide.183@example.org,Kristian Eide,2020-06-13T19:00:00Z,8737,NO,True
71003111,emma.nilsen.184@example.com,Emma Nilsen,2021-04-01T19:00:00Z,8774,NO,False
71003128,sofie.larsen.185@example.net,Sofie Larsen,2022-07-09T19:00:00Z,8811,NO,True
71003145,erik.holm.186@example.org,Erik Holm,2018-10-15T19:00:00Z,8848,NO,True
71003162,frida.haugen.187@example.com,Frida Haugen,2022-06-11T19:00:00Z,,NO,False
71003179,amalie.johansen.188@example.net,Amalie Johansen,2018-12-21T19:00:00Z,8922,NO,True
71003196,emil.fjell.189@example.org,Emil Fjell,2023-02-23T19:00:00Z,8959,NO,True
71003213,elias.pedersen.190@example.com,Elias Pedersen,2023-10-22T19:00:00Z,8996,NO,False
71003230,maja.moen.191@example.net,Maja Moen,2021-05-16T19:00:00Z,9033,NO,True
71003247,ingrid.vik.192@example.org,Ingrid Vik,2020-08-18T19:00:00Z,9070,NO,True
71003264,nora.vik.193@example.com,Nora Vik,2021-03-26T19:00:00Z,9107,NO,False
71003281,elias.holm.194@example.net,Elias Holm,2019-05-03T19:00:00Z,9144,NO,True
71003298,,Sara Gran,2023-12-06T19:00:00Z,9181,,True
71003315,henrik.kristiansen.196@example.com,Henrik Kristiansen,2022-07-31T19:00:00Z,9218,NO,False
71003332,marius.gran.197@example.net,Marius Gran,2022-07-07T19:00:00Z,9255,NO,True
71003349,magnus.berg.198@example.org,Magnus Berg,2018-11-12T19:00:00Z,9292,NO,True
71003366,isak.lund.199@example.com,Isak Lund,2022-04-19T19:00:00Z,9329,NO,False
71003383,amalie.berg.200@example.net,Amalie Berg,2019-11-12T19:00:00Z,9366,NO,True
71003400,oda.kristiansen.201@example.org,Oda Kristiansen,2024-02-04T19:00:00Z,9403,NO,True
71003417,sigrid.kristiansen.202@example.com,Sigrid Kristiansen,2023-03-04T19:00:00Z,9440,NO,False
71003434,julie.haugen.203@example.net,Julie Haugen,2020-01-03T19:00:00Z,9477,NO,True
71003451,sofie.nilsen.204@example.org,Sofie Nilsen,2019-04-25T19:00:00Z,9514,NO,True
71003468,ida.kristiansen.205@example.com,Ida Kristiansen,2020-04-07T19:00:00Z,9551,NO,False
71003485,sofie.eide.206@example.net,Sofie Eide,2023-12-19T19:00:00Z,9588,NO,True
71003502,anders.lund.207@example.org,Anders Lund,2019-09-07T19:00:00Z,9625,NO,True
71003519,erik.strand.208@example.com,Erik Strand,2023-09-27T19:00:00Z,9662,NO,False
71003536,magnus.johansen.209@example.net,Magnus Johansen,2019-11-06T19:00:00Z,9699,NO,True
71003553,sigrid.nordli.210@example.org,Sigrid Nordli,2022-01-08T19:00:00Z,9736,NO,True
71003570,isak.holm.211@example.com,Isak Holm,2018-12-25T19:00:00Z,9773,NO,False
71003587,frida.dahl.212@example.net,Frida Dahl,2018-12-08T19:00:00Z,9810,NO,True
71003604,sigrid.dahl.213@example.org,Sigrid Dahl,2021-10-20T19:00:00Z,9847,NO,True
71003621,julie.nilsen.214@example.com,Julie Nilsen,2024-01-06T19:00:00Z,9884,NO,False
71003638,lea.solberg.215@example.net,Lea Solberg,2022-05-18T19:00:00Z,9921,NO,True
71003655,astrid.berg.216@example.org,Astrid Berg,2023-08-31T19:00:00Z,9958,NO,True
71003672,aksel.larsen.217@example.com,Aksel Larsen,2022-03-05T19:00:00Z,9995,NO,False
71003689,ingrid.larsen.218@example.net,Ingrid Larsen,2021-10-17T19:00:00Z,,NO,True
71003706,sofie.kristiansen.219@example.org,Sofie Kristiansen,2020-05-03T19:00:00Z,8070,NO,True
71003723,nora.lund.220@example.com,Nora Lund,2022-07-11T19:00:00Z,8107,NO,False
71003740,jakob.kristiansen.221@example.net,Jakob Kristiansen,2022-07-19T19:00:00Z,8144,NO,True
71003757,anders.strand.222@example.org,Anders Strand,2022-04-14T19:00:00Z,8181,NO,True
71003774,astrid.kristiansen.223@example.com,Astrid Kristiansen,2021-03-25T19:00:00Z,8218,NO,False
71003791,oda.fjell.224@example.net,Oda Fjell,2020-06-27T19:00:00Z,8255,NO,True
71003808,frida.knutsen.225@example.org,Frida Knutsen,2018-11-08T19:00:00Z,8292,NO,True
71003825,ola.berg.226@example.com,Ola Berg,2023-10-19T19:00:00Z,8329,NO,False
71003842,julie.hagen.227@example.net,Julie Hagen,2020-08-04T19:00:00Z,8366,NO,True
71003859,,Lina Holm,2024-02-04T19:00:00Z,8403,NO,True
71003876,frida.nordli.229@example.com,Frida Nordli,2021-09-23T19:00:00Z,8440,NO,False
71003893,aksel.moen.230@example.net,Aksel Moen,2019-10-14T19:00:00Z,8477,NO,True
71003910,henrik.berg.231@example.org,Henrik Berg,2019-12-18T19:00:00Z,8514,NO,True
71003927,pernille.knutsen.232@example.com,Pernille Knutsen,2020-12-02T19:00:00Z,8551,NO,False
71003944,julie.strand.233@example.net,Julie Strand,2022-06-28T19:00:00Z,8588,NO,True
71003961,elias.eide.234@example.org,Elias Eide,2020-10-03T19:00:00Z,8625,NO,True
71003978,frida.holm.235@example.com,Frida Holm,2022-12-30T19:00:00Z,8662,NO,False
71003995,,Lea Strand,2023-08-08T19:00:00Z,8699,NO,True
71004012,lina.strand.237@example.org,Lina Strand,2020-04-02T19:00:00Z,8736,NO,True
71004029,,Nora Vik,2023-04-20T19:00:00Z,8773,NO,False
71004046,henrik.eide.239@example.net,Henrik Eide,2022-11-11T19:00:00Z,8810,NO,True
71004063,lea.solberg.240@example.org,Lea Solberg,2023-09-04T19:00:00Z,8847,NO,True
71004080,emma.berg.241@example.com,Emma Berg,2020-01-10T19:00:00Z,8884,NO,False
71004097,erik.berg.242@example.net,Erik Berg,2021-06-30T19:00:00Z,8921,NO,True
71004114,isak.knutsen.243@example.org,Isak Knutsen,2023-08-21T19:00:00Z,8958,NO,True
71004131,,Marius Johansen,2022-07-26T19:00:00Z,8995,NO,False
71004148,kristian.lund.245@example.net,Kristian Lund,2022-08-16T19:00:00Z,9032,NO,True
71004165,astrid.pedersen.246@example.org,Astrid Pedersen,2020-09-02T19:00:00Z,9069,NO,True
71004182,isak.fjell.247@example.com,Isak Fjell,2019-04-13T19:00:00Z,9106,NO,False
71004199,kari.hagen.248@example.net,Kari Hagen,2020-10-21T19:00:00Z,9143,NO,True
71004216,thea.sund.249@example.org,Thea Sund,2021-01-15T19:00:00Z,,NO,True
71004233,emil.vik.250@example.com,Emil Vik,2021-10-06T19:00:00Z,9217,NO,False
71004250,henrik.dahl.251@example.net,Henrik Dahl,2023-01-20T19:00:00Z,9254,NO,True
71004267,kristian.larsen.252@example.org,Kristian Larsen,2021-07-27T19:00:00Z,9291,NO,True
71004284,emma.dahl.253@example.com,Emma Dahl,2019-04-10T19:00:00Z,9328,NO,False
71004301,julie.nordli.254@example.net,Julie Nordli,2024-01-04T19:00:00Z,9365,NO,True
71004318,sofie.johansen.255@example.org,Sofie Johansen,2020-11-14T19:00:00Z,9402,NO,True
71004335,isak.johansen.256@example.com,Isak Johansen,2020-09-07T19:00:00Z,9439,NO,False
71004352,ida.pedersen.257@example.net,Ida Pedersen,2020-01-07T19:00:00Z,9476,NO,True
71004369,elias.solberg.258@example.org,Elias Solberg,2018-12-02T19:00:00Z,9513,NO,True
71004386,thea.johansen.259@example.com,Thea Johansen,2023-05-12T19:00:00Z,9550,NO,False
71004403,ida.vik.260@example.net,Ida Vik,2020-04-24T19:00:00Z,9587,NO,True
71004420,sofie.haugen.261@example.org,Sofie Haugen,2023-02-22T19:00:00Z,9624,NO,True
71004437,ingrid.fjell.262@example.com,Ingrid Fjell,2021-08-01T19:00:00Z,9661,NO,False
71004454,ingrid.pedersen.263@example.net,Ingrid Pedersen,2020-04-05T19:00:00Z,9698,NO,True
71004471,kristian.kristiansen.264@example.org,Kristian Kristiansen,2018-10-30T19:00:00Z,9735,NO,True
71004488,kristian.fjell.265@example.com,Kristian Fjell,2021-10-11T19:00:00Z,9772,NO,False
71004505,maja.haugen.266@example.net,Maja Haugen,2022-07-10T19:00:00Z,9809,NO,True
71004522,ingrid.eide.267@example.org,Ingrid Eide,2020-04-16T19:00:00Z,9846,NO,True
71004539,magnus.haugen.268@example.com,,2022-01-10T19:00:00Z,9883,NO,False
71004556,aksel.gran.269@example.net,Aksel Gran,2022-03-07T19:00:00Z,9920,NO,True
71004573,ingrid.johansen.270@example.org,Ingrid Johansen,2020-01-29T19:00:00Z,9957,NO,True
71004590,aksel.pedersen.271@example.com,Aksel Pedersen,2020-09-19T19:00:00Z,9994,NO,False
71004607,sigrid.knutsen.272@example.net,Sigrid Knutsen,2021-11-09T19:00:00Z,8032,NO,True
71004624,maja.solberg.273@example.org,Maja Solberg,2023-04-10T19:00:00Z,8069,NO,True
71004641,,Marius Gran,2022-12-26T19:00:00Z,8106,NO,False
71004658,oda.olsen.275@example.net,Oda Olsen,2020-10-28T19:00:00Z,8143,NO,True
71004675,amalie.pedersen.276@example.org,Amalie Pedersen,2019-01-09T19:00:00Z,8180,NO,True
71004692,lina.pedersen.277@example.com,Lina Pedersen,2022-08-19T19:00:00Z,8217,NO,False
71004709,amalie.moen.278@example.net,Amalie Moen,2019-06-22T19:00:00Z,8254,NO,True
71004726,ada.sund.279@example.org,Ada Sund,2024-01-21T19:00:00Z,8291,NO,True
71004743,lina.moen.280@example.com,Lina Moen,2020-02-17T19:00:00Z,,NO,False
71004760,amalie.haugen.281@example.net,Amalie Haugen,2023-09-11T19:00:00Z,8365,NO,True
71004777,hanna.nilsen.282@example.org,Hanna Nilsen,2022-03-04T19:00:00Z,8402,NO,True
71004794,kari.eide.283@example.com,Kari Eide,2021-02-03T19:00:00Z,8439,NO,False
71004811,sigrid.pedersen.284@example.net,Sigrid Pedersen,2020-02-01T19:00:00Z,8476,NO,True
71004828,magnus.berg.285@example.org,Magnus Berg,2020-07-25T19:00:00Z,8513,NO,True
71004845,pernille.holm.286@example.com,Pernille Holm,2023-07-07T19:00:00Z,8550,NO,False
71004862,erik.johansen.287@example.net,Erik Johansen,2020-05-19T19:00:00Z,8587,NO,True
71004879,isak.strand.288@example.org,Isak Strand,2023-04-07T19:00:00Z,8624,NO,True
71004896,elias.pedersen.289@example.com,Elias Pedersen,2018-11-20T19:00:00Z,8661,NO,False
