app_user_id,email,display_name,registered_at,push_opt_in,locale
APP-01902,lea.moen.071@example.net,Lea,2020-12-28T19:00:00Z,True,en-GB
APP-01915,anders.lund.072@example.org,Anders L.,2022-01-28T19:00:00Z,True,nn-NO
APP-01928,ERIK.KNUTSEN.073@EXAMPLE.COM,E. Knutsen,2022-06-19T19:00:00Z,False,nb-NO
APP-01941,kari.moen.074+app@example.net,Nordlys74,2021-08-05T19:00:00Z,True,en-GB
APP-01954,jakob.olsen.075@example.org,Jakob Olsen,2021-08-31T19:00:00Z,True,nn-NO
APP-01967,frida.haugen.076+app@example.com,Frida,2022-07-02T19:00:00Z,True,nb-NO
APP-01980,  ada.johansen.077@example.net ,Ada J.,2020-10-27T19:00:00Z,False,en-GB
APP-01993,lina.berg.078@example.org,L. Berg,2022-01-19T19:00:00Z,True,nn-NO
APP-02006,MARIUS.NILSEN.079@EXAMPLE.COM,Glimtvenn79,2022-02-03T19:00:00Z,True,nb-NO
APP-02019,  anders.dahl.080@example.net ,Anders Dahl,2023-11-08T19:00:00Z,True,en-GB
APP-02032,oda.dahl.081@example.org,Oda,2020-12-11T19:00:00Z,False,nn-NO
APP-02045,jakob.knutsen.082@example.com,Jakob K.,2023-02-13T19:00:00Z,True,nb-NO
APP-02058,magnus.kristiansen.083+app@example.net,M. Kristiansen,2020-12-03T19:00:00Z,True,en-GB
APP-02071,JAKOB.VIK.084@EXAMPLE.ORG,191684,2024-01-30T19:00:00Z,True,nn-NO
APP-02084,aksel.hagen.085@example.com,Aksel Hagen,2022-06-27T19:00:00Z,False,nb-NO
APP-02097,sofie.vik.086@example.net,Sofie,2022-09-01T19:00:00Z,True,en-GB
APP-02110,jakob.dahl.087@example.org,,2021-07-10T19:00:00Z,True,nn-NO
APP-02123,supporter.088@example.net,K. Gran,2022-04-06T19:00:00Z,True,nb-NO
APP-02136,emma.dahl.089@example.net,Bodoe89,2022-02-26T19:00:00Z,False,en-GB
APP-02149,hanna.hagen.090@example.org,Hanna Hagen,2021-10-07T19:00:00Z,True,nn-NO
APP-02162,elias.pedersen.091@example.com,Elias,2020-09-02T19:00:00Z,True,nb-NO
APP-02175,henrik.strand.092@example.net,Henrik S.,2023-11-15T19:00:00Z,True,en-GB
APP-02188,lea.dahl.093@example.org,L. Dahl,2020-09-18T19:00:00Z,False,nn-NO
APP-02201,maja.sund.094@example.com,Gul94,2023-12-28T19:00:00Z,True,nb-NO
APP-02214,ODA.FJELL.095@EXAMPLE.NET,Oda Fjell,2022-09-20T19:00:00Z,True,en-GB
APP-02227,erik.kristiansen.096@example.org,Erik,2021-08-16T19:00:00Z,True,nn-NO
APP-02240,IDA.SUND.097@EXAMPLE.COM,Ida S.,2022-09-03T19:00:00Z,False,nb-NO
APP-02253,supporter.098@example.net,L. Lund,2022-12-12T19:00:00Z,True,en-GB
APP-02266,,Aspmyra99,2023-03-02T19:00:00Z,True,nn-NO
APP-02279,ada.johansen.100@example.com,Ada Johansen,2023-09-21T19:00:00Z,True,nb-NO
APP-02292,sigrid.nordli.101@example.net,Sigrid,2023-08-20T19:00:00Z,False,en-GB
APP-02305,elias.fjell.102@example.org,Elias F.,2021-04-09T19:00:00Z,True,nn-NO
APP-02318,thea.berg.103@example.com,T. Berg,2022-03-20T19:00:00Z,True,nb-NO
APP-02331,henrik.berg.104@example.net,Nordlys104,2024-03-13T19:00:00Z,True,en-GB
APP-02344,  julie.olsen.105@example.org ,Julie Olsen,2023-12-13T19:00:00Z,False,nn-NO
APP-02357,astrid.vik.106@example.com,Astrid,2022-10-16T19:00:00Z,True,nb-NO
APP-02370,julie.olsen.107@example.net,Julie O.,2023-06-07T19:00:00Z,True,en-GB
APP-02383,LEA.HAGEN.108@EXAMPLE.ORG,L. Hagen,2021-07-05T19:00:00Z,True,nn-NO
APP-02396,thea.strand.109+app@example.com,Glimtvenn109,2023-12-01T19:00:00Z,False,nb-NO
APP-02409,THEA.HAGEN.110@EXAMPLE.NET,Thea Hagen,2021-10-07T19:00:00Z,True,en-GB
APP-02422,,Amalie,2023-06-08T19:00:00Z,True,nn-NO
APP-02435,astrid.fjell.112@example.com,Astrid F.,2021-04-10T19:00:00Z,True,nb-NO
APP-02448,ingrid.olsen.113@example.net,I. Olsen,2020-11-06T19:00:00Z,False,en-GB
APP-02461,ida.pedersen.114@example.org,1916114,2022-02-10T19:00:00Z,True,nn-NO
APP-02474,supporter.115@example.net,Sigrid Kristiansen,2024-08-14T19:00:00Z,True,nb-NO
APP-02487,AMALIE.DAHL.116@EXAMPLE.NET,Amalie,2024-02-13T19:00:00Z,True,en-GB
APP-02500,nora.fjell.117@example.org,Nora F.,2024-02-26T19:00:00Z,False,nn-NO
APP-02513,supporter.118@example.net,A. Fjell,2023-06-19T19:00:00Z,True,nb-NO
APP-02526,emma.fjell.119@example.net,Bodoe119,2020-11-28T19:00:00Z,True,en-GB
APP-02539,astrid.kristiansen.120@example.org,Astrid Kristiansen,2021-02-07T19:00:00Z,True,nn-NO
APP-02552,emma.solberg.121@example.com,Emma,2023-08-24T19:00:00Z,False,nb-NO
APP-02565,sofie.haugen.122@example.net,Sofie H.,2023-06-23T19:00:00Z,True,en-GB
APP-02578,magnus.nordli.123+app@example.org,M. Nordli,2020-10-04T19:00:00Z,True,nn-NO
APP-02591,sofie.hagen.124@example.com,Gul124,2024-01-20T19:00:00Z,True,nb-NO
APP-02604,erik.haugen.125@example.net,Erik Haugen,2021-03-17T19:00:00Z,False,en-GB
APP-02617,ERIK.DAHL.126@EXAMPLE.ORG,Erik,2023-02-23T19:00:00Z,True,nn-NO
APP-02630,kristian.knutsen.127@example.com,Kristian K.,2024-03-16T19:00:00Z,True,nb-NO
APP-02643,erik.sund.128+app@example.net,E. Sund,2021-02-15T19:00:00Z,True,en-GB
APP-02656,EMMA.GRAN.129@EXAMPLE.ORG,Aspmyra129,2022-02-18T19:00:00Z,False,nn-NO
APP-02669,sofie.vik.130@example.com,,2024-08-27T19:00:00Z,True,nb-NO
APP-02682,sara.gran.131@example.net,Sara,2023-06-20T19:00:00Z,True,en-GB
APP-02695,frida.holm.132@example.org,Frida H.,2021-04-04T19:00:00Z,True,nn-NO
APP-02708,julie.dahl.133@example.com,J. Dahl,2024-07-13T19:00:00Z,False,nb-NO
APP-02721,sigrid.lund.134@example.net,Nordlys134,2024-06-19T19:00:00Z,True,en-GB
APP-02734,supporter.135@example.net,Maja Nordli,2024-02-10T19:00:00Z,True,nn-NO
APP-02747,emil.haugen.136@example.com,Emil,2022-10-19T19:00:00Z,True,nb-NO
APP-02760,supporter.137@example.net,Thea S.,2021-10-04T19:00:00Z,False,en-GB
APP-02773,supporter.138@example.net,A. Knutsen,2024-05-10T19:00:00Z,True,nn-NO
APP-02786,kristian.lund.139@example.com,Glimtvenn139,2022-02-10T19:00:00Z,True,nb-NO
APP-02799,thea.gran.140@example.net,Thea Gran,2021-07-13T19:00:00Z,True,en-GB
APP-02812,supporter.141@example.net,Ida,2024-04-16T19:00:00Z,False,nn-NO
APP-02825,erik.moen.142@example.com,Erik M.,2022-02-01T19:00:00Z,True,nb-NO
APP-02838,kristian.lund.143@example.net,K. Lund,2022-02-22T19:00:00Z,True,en-GB
APP-02851,aksel.moen.144@example.org,1916144,2021-05-07T19:00:00Z,True,nn-NO
APP-02864,marius.lund.145@example.com,Marius Lund,2022-11-03T19:00:00Z,False,nb-NO
APP-02877,  nora.sund.146@example.net ,Nora,2022-07-19T19:00:00Z,True,en-GB
APP-02890,sigrid.larsen.147@example.org,Sigrid L.,2023-11-26T19:00:00Z,True,nn-NO
APP-02903,kristian.nilsen.148@example.com,K. Nilsen,2021-11-18T19:00:00Z,True,nb-NO
APP-02916,amalie.larsen.149@example.net,Bodoe149,2021-02-18T19:00:00Z,False,en-GB
APP-02929,jakob.strand.150@example.org,Jakob Strand,2022-05-24T19:00:00Z,True,nn-NO
APP-02942,emma.berg.151@example.com,Emma,2021-11-15T19:00:00Z,True,nb-NO
APP-02955,supporter.152@example.net,Magnus J.,2020-09-03T19:00:00Z,True,en-GB
APP-02968,marius.fjell.153@example.org,M. Fjell,2021-03-20T19:00:00Z,False,nn-NO
APP-02981,,Gul154,2020-11-24T19:00:00Z,True,nb-NO
APP-02994,  henrik.johansen.155@example.net ,Henrik Johansen,2024-05-07T19:00:00Z,True,en-GB
APP-03007,frida.moen.156@example.org,Frida,2022-12-02T19:00:00Z,True,nn-NO
APP-03020,  anders.sund.157@example.com ,Anders S.,2023-08-11T19:00:00Z,False,nb-NO
APP-03033,EMMA.OLSEN.158@EXAMPLE.NET,E. Olsen,2023-05-05T19:00:00Z,True,en-GB
APP-03046,astrid.strand.159@example.org,Aspmyra159,2022-05-09T19:00:00Z,True,nn-NO
APP-03059,  ada.moen.160@example.com ,Ada Moen,2024-04-05T19:00:00Z,True,nb-NO
APP-03072,lina.vik.161@example.net,Lina,2021-06-23T19:00:00Z,False,en-GB
APP-03085,henrik.hagen.162@example.org,Henrik H.,2021-03-05T19:00:00Z,True,nn-NO
APP-03098,emil.johansen.163+app@example.com,E. Johansen,2024-05-07T19:00:00Z,True,nb-NO
APP-03111,oda.pedersen.164+app@example.net,Nordlys164,2020-12-27T19:00:00Z,True,en-GB
APP-03124,emma.berg.165@example.org,Emma Berg,2023-04-19T19:00:00Z,False,nn-NO
APP-03137,isak.nordli.166@example.com,Isak,2023-03-26T19:00:00Z,True,nb-NO
APP-03150,elias.solberg.167@example.net,Elias S.,2021-09-18T19:00:00Z,True,en-GB
APP-03163,frida.hagen.168@example.org,F. Hagen,2023-08-02T19:00:00Z,True,nn-NO
APP-03176,JAKOB.NILSEN.169@EXAMPLE.COM,Glimtvenn169,2023-09-10T19:00:00Z,False,nb-NO
APP-03189,emma.eide.170@example.net,Emma Eide,2020-11-14T19:00:00Z,True,en-GB
APP-03202,ingrid.solberg.171@example.org,Ingrid,2020-10-01T19:00:00Z,True,nn-NO
APP-03215,astrid.solberg.172@example.com,Astrid S.,2024-02-04T19:00:00Z,True,nb-NO
APP-03228,ola.strand.173@example.net,,2022-05-01T19:00:00Z,False,en-GB
APP-03241,anders.nordli.174+app@example.org,1916174,2023-10-09T19:00:00Z,True,nn-NO
APP-03254,pernille.knutsen.175@example.com,Pernille Knutsen,2022-07-26T19:00:00Z,True,nb-NO
APP-03267,marius.fjell.176@example.net,Marius,2023-08-08T19:00:00Z,True,en-GB
APP-03280,henrik.berg.177+app@example.org,Henrik B.,2024-01-30T19:00:00Z,False,nn-NO
APP-03293,hanna.vik.178@example.com,H. Vik,2023-09-09T19:00:00Z,True,nb-NO
APP-03306,supporter.179@example.net,Bodoe179,2022-05-07T19:00:00Z,True,en-GB
APP-03319,IDA.HOLM.180@EXAMPLE.ORG,Ida Holm,2022-08-11T19:00:00Z,True,nn-NO
APP-03332,ingrid.berg.181@example.com,Ingrid,2021-08-09T19:00:00Z,False,nb-NO
APP-03345,anders.strand.182@example.net,Anders S.,2021-02-11T19:00:00Z,True,en-GB
APP-03358,kristian.eide.183@example.org,K. Eide,2023-01-07T19:00:00Z,True,nn-NO
APP-03371,  emma.nilsen.184@example.com ,Gul184,2021-11-12T19:00:00Z,True,nb-NO
APP-03384,sofie.larsen.185@example.net,Sofie Larsen,2022-09-17T19:00:00Z,False,en-GB
APP-03397,erik.holm.186@example.org,Erik,2021-03-14T19:00:00Z,True,nn-NO
APP-03410,FRIDA.HAUGEN.187@EXAMPLE.COM,Frida H.,2022-10-05T19:00:00Z,True,nb-NO
APP-03423,amalie.johansen.188+app@example.net,A. Johansen,2022-07-12T19:00:00Z,True,en-GB
APP-03436,emil.fjell.189+app@example.org,Aspmyra189,2023-11-13T19:00:00Z,False,nn-NO
APP-03449,elias.pedersen.190@example.com,Elias Pedersen,2021-04-15T19:00:00Z,True,nb-NO
APP-03462,maja.moen.191@example.net,Maja,2021-10-22T19:00:00Z,True,en-GB
APP-03475,ingrid.vik.192@example.org,Ingrid V.,2023-06-13T19:00:00Z,True,nn-NO
APP-03488,nora.vik.193@example.com,N. Vik,2021-06-02T19:00:00Z,False,nb-NO
APP-03501,elias.holm.194@example.net,Nordlys194,2020-10-25T19:00:00Z,True,en-GB
APP-03514,sara.gran.195@example.org,Sara Gran,2023-09-09T19:00:00Z,True,nn-NO
APP-03527,  henrik.kristiansen.196@example.com ,Henrik,2024-04-06T19:00:00Z,True,nb-NO
APP-03540,MARIUS.GRAN.197@EXAMPLE.NET,Marius G.,2020-12-19T19:00:00Z,False,en-GB
APP-03553,magnus.berg.198+app@example.org,M. Berg,2023-05-23T19:00:00Z,True,nn-NO
APP-03566,ISAK.LUND.199@EXAMPLE.COM,Glimtvenn199,2020-11-10T19:00:00Z,True,nb-NO
APP-03579,amalie.berg.200@example.net,Amalie Berg,2024-05-31T19:00:00Z,True,en-GB
APP-03592,  oda.kristiansen.201@example.org ,Oda,2021-04-01T19:00:00Z,False,nn-NO
APP-03605,sigrid.kristiansen.202@example.com,Sigrid K.,2022-03-07T19:00:00Z,True,nb-NO
APP-03618,julie.haugen.203@example.net,J. Haugen,2023-11-15T19:00:00Z,True,en-GB
APP-03631,sofie.nilsen.204@example.org,1916204,2022-03-27T19:00:00Z,True,nn-NO
APP-03644,ida.kristiansen.205@example.com,Ida Kristiansen,2021-10-29T19:00:00Z,False,nb-NO
APP-03657,sofie.eide.206@example.net,Sofie,2023-02-25T19:00:00Z,True,en-GB
APP-03670,anders.lund.207@example.org,Anders L.,2022-05-23T19:00:00Z,True,nn-NO
APP-03683,erik.strand.208@example.com,E. Strand,2023-03-28T19:00:00Z,True,nb-NO
APP-03696,magnus.johansen.209@example.net,Bodoe209,2022-02-06T19:00:00Z,False,en-GB
APP-03709,sigrid.nordli.210@example.org,Sigrid Nordli,2021-06-19T19:00:00Z,True,nn-NO
APP-03722,isak.holm.211@example.com,Isak,2022-12-24T19:00:00Z,True,nb-NO
APP-03735,frida.dahl.212@example.net,Frida D.,2023-01-18T19:00:00Z,True,en-GB
APP-03748,sigrid.dahl.213@example.org,S. Dahl,2023-08-22T19:00:00Z,False,nn-NO
APP-03761,JULIE.NILSEN.214@EXAMPLE.COM,Gul214,2022-01-27T19:00:00Z,True,nb-NO
APP-03774,lea.solberg.215+app@example.net,Lea Solberg,2021-11-27T19:00:00Z,True,en-GB
APP-03787,astrid.berg.216+app@example.org,,2022-12-13T19:00:00Z,True,nn-NO
APP-03800,aksel.larsen.217@example.com,Aksel L.,2023-02-02T19:00:00Z,False,nb-NO
APP-03813,,I. Larsen,2023-04-17T19:00:00Z,True,en-GB
APP-03826,sofie.kristiansen.219@example.org,Aspmyra219,2021-05-08T19:00:00Z,True,nn-NO
APP-03839,nora.lund.220@example.com,Nora Lund,2020-11-07T19:00:00Z,True,nb-NO
APP-03852,jakob.kristiansen.221@example.net,Jakob,2022-11-13T19:00:00Z,False,en-GB
APP-03865,anders.strand.222@example.org,Anders S.,2021-10-09T19:00:00Z,True,nn-NO
APP-03878,astrid.kristiansen.223@example.com,A. Kristiansen,2024-04-23T19:00:00Z,True,nb-NO
APP-03891,ODA.FJELL.224@EXAMPLE.NET,Nordlys224,2022-01-02T19:00:00Z,True,en-GB
APP-03904,frida.knutsen.225@example.org,Frida Knutsen,2023-03-02T19:00:00Z,False,nn-NO
APP-03917,ola.berg.226@example.com,Ola,2022-06-02T19:00:00Z,True,nb-NO
APP-03930,julie.hagen.227@example.net,Julie H.,2022-06-18T19:00:00Z,True,en-GB
APP-03943,lina.holm.228@example.org,L. Holm,2020-10-28T19:00:00Z,True,nn-NO
APP-03956,frida.nordli.229@example.com,Glimtvenn229,2021-10-26T19:00:00Z,False,nb-NO
APP-03969,aksel.moen.230+app@example.net,Aksel Moen,2023-11-27T19:00:00Z,True,en-GB
APP-03982,henrik.berg.231@example.org,Henrik,2023-02-22T19:00:00Z,True,nn-NO
APP-03995,  pernille.knutsen.232@example.com ,Pernille K.,2024-05-19T19:00:00Z,True,nb-NO
APP-04008,  julie.strand.233@example.net ,J. Strand,2022-05-07T19:00:00Z,False,en-GB
APP-04021,  elias.eide.234@example.org ,1916234,2024-07-17T19:00:00Z,True,nn-NO
APP-04034,frida.holm.235@example.com,Frida Holm,2021-04-06T19:00:00Z,True,nb-NO
APP-04047,lea.strand.236@example.net,Lea,2021-12-04T19:00:00Z,True,en-GB
APP-04060,lina.strand.237@example.org,Lina S.,2020-10-14T19:00:00Z,False,nn-NO
APP-04073,nora.vik.238@example.com,N. Vik,2022-11-25T19:00:00Z,True,nb-NO
APP-04086,henrik.eide.239@example.net,Bodoe239,2023-06-24T19:00:00Z,True,en-GB
APP-04099,lea.solberg.240@example.org,Lea Solberg,2022-03-27T19:00:00Z,True,nn-NO
APP-04112,emma.berg.241@example.com,Emma,2023-11-10T19:00:00Z,False,nb-NO
APP-04125,erik.berg.242@example.net,Erik B.,2022-05-17T19:00:00Z,True,en-GB
APP-04138,isak.knutsen.243@example.org,I. Knutsen,2020-09-13T19:00:00Z,True,nn-NO
APP-04151,marius.johansen.244@example.com,Gul244,2021-04-14T19:00:00Z,True,nb-NO
APP-04164,kristian.lund.245@example.net,Kristian Lund,2020-12-02T19:00:00Z,False,en-GB
APP-04177,,Astrid,2022-03-07T19:00:00Z,True,nn-NO
APP-04190,isak.fjell.247@example.com,Isak F.,2022-02-22T19:00:00Z,True,nb-NO
APP-04203,kari.hagen.248@example.net,K. Hagen,2024-04-23T19:00:00Z,True,en-GB
APP-04216,thea.sund.249@example.org,Aspmyra249,2023-12-03T19:00:00Z,False,nn-NO
APP-04229,EMIL.VIK.250@EXAMPLE.COM,Emil Vik,2021-01-26T19:00:00Z,True,nb-NO
APP-04242,henrik.dahl.251@example.net,Henrik,2024-01-30T19:00:00Z,True,en-GB
APP-04255,supporter.252@example.net,Kristian L.,2024-01-11T19:00:00Z,True,nn-NO
APP-04268,emma.dahl.253@example.com,E. Dahl,2022-09-25T19:00:00Z,False,nb-NO
APP-04281,julie.nordli.254@example.net,Nordlys254,2020-10-13T19:00:00Z,True,en-GB
APP-04294,sofie.johansen.255@example.org,Sofie Johansen,2021-08-18T19:00:00Z,True,nn-NO
APP-04307,  isak.johansen.256@example.com ,Isak,2023-02-24T19:00:00Z,True,nb-NO
APP-04320,ida.pedersen.257@example.net,Ida P.,2024-01-01T19:00:00Z,False,en-GB
APP-04333,elias.solberg.258@example.org,E. Solberg,2024-04-27T19:00:00Z,True,nn-NO
APP-04346,  thea.johansen.259@example.com ,,2023-09-22T19:00:00Z,True,nb-NO
APP-04359,ida.vik.260@example.net,Ida Vik,2023-07-02T19:00:00Z,True,en-GB
APP-04372,sofie.haugen.261@example.org,Sofie,2021-12-25T19:00:00Z,False,nn-NO
APP-04385,INGRID.FJELL.262@EXAMPLE.COM,Ingrid F.,2024-02-22T19:00:00Z,True,nb-NO
APP-04398,INGRID.PEDERSEN.263@EXAMPLE.NET,I. Pedersen,2023-12-07T19:00:00Z,True,en-GB
APP-04411,supporter.264@example.net,1916264,2022-09-18T19:00:00Z,True,nn-NO
APP-04424,kristian.fjell.265@example.com,Kristian Fjell,2022-08-10T19:00:00Z,False,nb-NO
APP-04437,maja.haugen.266@example.net,Maja,2022-08-09T19:00:00Z,True,en-GB
APP-04450,ingrid.eide.267@example.org,Ingrid E.,2022-10-11T19:00:00Z,True,nn-NO
APP-04463,magnus.haugen.268@example.com,M. Haugen,2022-02-05T19:00:00Z,True,nb-NO
APP-04476,aksel.gran.269@example.net,Bodoe269,2024-03-23T19:00:00Z,False,en-GB
APP-04489,supporter.270@example.net,Ingrid Johansen,2022-09-29T19:00:00Z,True,nn-NO
APP-04502,supporter.271@example.net,Aksel,2024-04-11T19:00:00Z,True,nb-NO
APP-04515,sigrid.knutsen.272@example.net,Sigrid K.,2020-08-26T19:00:00Z,True,en-GB
APP-04528,supporter.273@example.net,M. Solberg,2023-11-24T19:00:00Z,False,nn-NO
APP-04541,marius.gran.274@example.com,Gul274,2022-06-12T19:00:00Z,True,nb-NO
APP-04554,ODA.OLSEN.275@EXAMPLE.NET,Oda Olsen,2024-06-21T19:00:00Z,True,en-GB
APP-04567,  amalie.pedersen.276@example.org ,Amalie,2020-09-10T19:00:00Z,True,nn-NO
APP-04580,lina.pedersen.277@example.com,Lina P.,2021-09-30T19:00:00Z,False,nb-NO
APP-04593,amalie.moen.278@example.net,A. Moen,2023-05-26T19:00:00Z,True,en-GB
APP-04606,ada.sund.279+app@example.org,Aspmyra279,2022-12-28T19:00:00Z,True,nn-NO
APP-04619,lina.moen.280@example.com,Lina Moen,2024-08-21T19:00:00Z,True,nb-NO
APP-04632,  amalie.haugen.281@example.net ,Amalie,2022-09-03T19:00:00Z,False,en-GB
APP-04645,hanna.nilsen.282@example.org,Hanna N.,2022-03-04T19:00:00Z,True,nn-NO
APP-04658,kari.eide.283@example.com,K. Eide,2021-07-11T19:00:00Z,True,nb-NO
APP-04671,sigrid.pedersen.284@example.net,Nordlys284,2023-12-12T19:00:00Z,True,en-GB
